ticket_id,created_date,priority,ticket_type,category,assigned_team,status,user_satisfaction,resolution_time_hours,resolved_date,sla_breached
TCKT-00887,2025-09-07 00:00:00,Medium,Incident,Reporting,L2,Resolved,5,10,2025-09-07 10:00:00,False
TCKT-01107,2025-09-07 06:00:00,Medium,Incident,Access Management,L1,Closed,5,12,2025-09-07 18:00:00,False
TCKT-00979,2025-09-08 12:00:00,High,Request,Reporting,L1,Resolved,3,19,2025-09-09 07:00:00,False
TCKT-00336,2025-09-08 12:00:00,Medium,Incident,Access Management,L1,Resolved,2,18,2025-09-09 06:00:00,False
TCKT-00931,2025-09-08 18:00:00,Medium,Incident,Access Management,L3,Closed,2,16,2025-09-09 10:00:00,False
TCKT-00342,2025-09-08 18:00:00,Low,Request,Sales Tool,L2,Resolved,2,16,2025-09-09 10:00:00,False
TCKT-01036,2025-09-09 12:00:00,High,Incident,Sales Tool,L1,Resolved,2,20,2025-09-10 08:00:00,False
TCKT-00870,2025-09-09 12:00:00,Medium,Request,Reporting,L1,Closed,5,46,2025-09-11 10:00:00,False
TCKT-00933,2025-09-09 18:00:00,High,Incident,Sales Tool,L1,Resolved,1,68,2025-09-12 14:00:00,False
TCKT-00388,2025-09-10 00:00:00,Medium,Incident,Access Management,L1,Closed,1,14,2025-09-10 14:00:00,False
TCKT-00938,2025-09-10 00:00:00,Medium,Incident,Access Management,L3,Resolved,3,15,2025-09-10 15:00:00,False
TCKT-00452,2025-09-10 00:00:00,High,Incident,CRM,L3,Resolved,4,62,2025-09-12 14:00:00,False
TCKT-01011,2025-09-10 06:00:00,Low,Request,Sales Tool,L1,Closed,1,24,2025-09-11 06:00:00,False
TCKT-00391,2025-09-10 18:00:00,Low,Incident,CRM,L3,Open,3,21,,False
TCKT-00141,2025-09-11 00:00:00,Medium,Incident,Access Management,L2,Closed,4,38,2025-09-12 14:00:00,False
TCKT-00366,2025-09-11 00:00:00,Low,Incident,Reporting,L1,Resolved,5,23,2025-09-11 23:00:00,False
TCKT-00940,2025-09-11 06:00:00,Low,Request,Access Management,L1,Resolved,2,16,2025-09-11 22:00:00,False
TCKT-00214,2025-09-11 12:00:00,High,Incident,B2B App,L2,In Progress,5,12,,False
TCKT-00407,2025-09-11 18:00:00,Medium,Incident,Sales Tool,L1,Resolved,4,13,2025-09-12 07:00:00,False
TCKT-00596,2025-09-11 18:00:00,Medium,Incident,CRM,L2,Resolved,2,42,2025-09-13 12:00:00,False
TCKT-00069,2025-09-12 00:00:00,Low,Incident,B2B App,L1,Resolved,2,15,2025-09-12 15:00:00,False
TCKT-00206,2025-09-12 00:00:00,Low,Request,Reporting,L3,Resolved,2,18,2025-09-12 18:00:00,False
TCKT-00096,2025-09-12 06:00:00,High,Incident,CRM,L1,Resolved,3,36,2025-09-13 18:00:00,False
TCKT-01124,2025-09-12 18:00:00,Medium,Incident,Reporting,L1,Closed,3,10,2025-09-13 04:00:00,False
TCKT-00668,2025-09-12 18:00:00,Medium,Incident,Reporting,L1,Resolved,3,47,2025-09-14 17:00:00,False
TCKT-00263,2025-09-12 18:00:00,Low,Incident,CRM,L1,Open,5,7,,False
TCKT-00127,2025-09-13 00:00:00,Medium,Request,Access Management,L2,Resolved,4,22,2025-09-13 22:00:00,False
TCKT-00886,2025-09-13 00:00:00,Critical,Request,Reporting,L1,Closed,4,64,2025-09-15 16:00:00,True
TCKT-00443,2025-09-13 00:00:00,High,Incident,Access Management,L1,Closed,3,34,2025-09-14 10:00:00,False
TCKT-00435,2025-09-13 06:00:00,Medium,Request,Access Management,L2,In Progress,3,29,,False
TCKT-00057,2025-09-13 06:00:00,High,Incident,Sales Tool,L1,Closed,3,44,2025-09-15 02:00:00,False
TCKT-01064,2025-09-13 12:00:00,High,Incident,Access Management,L3,Closed,2,35,2025-09-14 23:00:00,False
TCKT-00948,2025-09-14 00:00:00,Low,Incident,Reporting,L1,Resolved,3,24,2025-09-15 00:00:00,False
TCKT-00533,2025-09-14 00:00:00,Critical,Incident,Access Management,L1,Open,4,71,,True
TCKT-00056,2025-09-14 06:00:00,Medium,Incident,B2B App,L1,Resolved,5,30,2025-09-15 12:00:00,False
TCKT-00744,2025-09-14 12:00:00,Medium,Incident,Access Management,L1,Closed,1,25,2025-09-15 13:00:00,False
TCKT-00700,2025-09-15 00:00:00,Medium,Request,CRM,L1,Resolved,4,40,2025-09-16 16:00:00,False
TCKT-00114,2025-09-15 00:00:00,High,Request,Reporting,L1,Resolved,4,46,2025-09-16 22:00:00,False
TCKT-00594,2025-09-15 00:00:00,Medium,Request,B2B App,L2,Resolved,1,39,2025-09-16 15:00:00,False
TCKT-00743,2025-09-15 12:00:00,Medium,Incident,Sales Tool,L1,Closed,1,30,2025-09-16 18:00:00,False
TCKT-00566,2025-09-15 18:00:00,Low,Incident,Reporting,L1,Closed,4,18,2025-09-16 12:00:00,False
TCKT-01026,2025-09-15 18:00:00,Low,Incident,B2B App,L1,Resolved,4,18,2025-09-16 12:00:00,False
TCKT-00499,2025-09-16 00:00:00,Low,Incident,Reporting,L3,Open,3,14,,False
TCKT-00558,2025-09-16 18:00:00,Critical,Request,CRM,L3,Resolved,5,42,2025-09-18 12:00:00,False
TCKT-00122,2025-09-17 12:00:00,High,Incident,B2B App,L2,Open,1,52,,False
TCKT-00750,2025-09-17 12:00:00,Medium,Request,Access Management,L1,Resolved,5,30,2025-09-18 18:00:00,False
TCKT-00879,2025-09-17 12:00:00,Low,Incident,B2B App,L1,In Progress,2,4,,False
TCKT-00409,2025-09-17 18:00:00,Low,Request,Access Management,L3,Closed,1,7,2025-09-18 01:00:00,False
TCKT-01184,2025-09-17 18:00:00,High,Incident,Access Management,L2,In Progress,4,38,,False
TCKT-01105,2025-09-18 00:00:00,Low,Request,Sales Tool,L1,Resolved,3,24,2025-09-19 00:00:00,False
TCKT-01169,2025-09-18 00:00:00,Medium,Request,CRM,L1,Resolved,2,41,2025-09-19 17:00:00,False
TCKT-01153,2025-09-18 00:00:00,Medium,Request,Sales Tool,L1,Resolved,3,9,2025-09-18 09:00:00,False
TCKT-00465,2025-09-18 12:00:00,Medium,Incident,Sales Tool,L2,Open,1,31,,False
TCKT-01006,2025-09-18 12:00:00,Medium,Incident,Reporting,L2,Resolved,2,36,2025-09-20 00:00:00,False
TCKT-00005,2025-09-19 00:00:00,Medium,Incident,Reporting,L1,Resolved,4,23,2025-09-19 23:00:00,False
TCKT-00250,2025-09-19 06:00:00,Low,Incident,Sales Tool,L3,Closed,5,18,2025-09-20 00:00:00,False
TCKT-00617,2025-09-19 12:00:00,Medium,Request,CRM,L2,Resolved,3,19,2025-09-20 07:00:00,False
TCKT-00864,2025-09-19 12:00:00,Low,Incident,B2B App,L1,Resolved,2,19,2025-09-20 07:00:00,False
TCKT-00480,2025-09-20 00:00:00,Medium,Incident,Sales Tool,L1,Closed,1,33,2025-09-21 09:00:00,False
TCKT-00725,2025-09-20 06:00:00,Low,Request,B2B App,L1,Closed,3,11,2025-09-20 17:00:00,False
TCKT-00806,2025-09-20 06:00:00,Medium,Request,Access Management,L1,Resolved,5,13,2025-09-20 19:00:00,False
TCKT-00098,2025-09-20 18:00:00,Medium,Request,B2B App,L1,Resolved,3,39,2025-09-22 09:00:00,False
TCKT-00144,2025-09-20 18:00:00,Medium,Request,Reporting,L2,In Progress,5,13,,False
TCKT-00942,2025-09-21 00:00:00,Medium,Request,Reporting,L1,Resolved,4,47,2025-09-22 23:00:00,False
TCKT-00245,2025-09-22 00:00:00,High,Request,CRM,L1,Resolved,2,17,2025-09-22 17:00:00,False
TCKT-00103,2025-09-22 00:00:00,Low,Incident,CRM,L1,Open,2,9,,False
TCKT-00134,2025-09-22 18:00:00,High,Incident,Access Management,L3,Resolved,4,59,2025-09-25 05:00:00,False
TCKT-00275,2025-09-23 00:00:00,Critical,Request,Reporting,L1,Closed,1,66,2025-09-25 18:00:00,True
TCKT-00212,2025-09-23 00:00:00,Critical,Incident,Reporting,L1,Closed,1,24,2025-09-24 00:00:00,False
TCKT-00874,2025-09-23 12:00:00,Medium,Incident,CRM,L1,Closed,5,44,2025-09-25 08:00:00,False
TCKT-00304,2025-09-23 12:00:00,Medium,Request,Reporting,L2,Resolved,1,12,2025-09-24 00:00:00,False
TCKT-00486,2025-09-23 12:00:00,Critical,Incident,Sales Tool,L2,In Progress,2,45,,False
TCKT-00754,2025-09-23 12:00:00,Low,Incident,Sales Tool,L3,Resolved,2,23,2025-09-24 11:00:00,False
TCKT-01158,2025-09-23 12:00:00,Medium,Incident,Reporting,L1,Closed,5,19,2025-09-24 07:00:00,False
TCKT-00789,2025-09-23 18:00:00,Critical,Incident,Sales Tool,L1,Resolved,1,70,2025-09-26 16:00:00,True
TCKT-00081,2025-09-24 00:00:00,High,Incident,Sales Tool,L1,Resolved,2,72,2025-09-27 00:00:00,False
TCKT-00488,2025-09-24 06:00:00,Low,Incident,Reporting,L1,Resolved,1,22,2025-09-25 04:00:00,False
TCKT-00857,2025-09-24 06:00:00,High,Incident,B2B App,L1,In Progress,5,30,,False
TCKT-00422,2025-09-24 12:00:00,Critical,Incident,B2B App,L2,Resolved,4,30,2025-09-25 18:00:00,False
TCKT-01166,2025-09-24 18:00:00,Medium,Request,CRM,L2,In Progress,3,10,,False
TCKT-00272,2025-09-25 06:00:00,Medium,Request,CRM,L2,In Progress,2,23,,False
TCKT-00709,2025-09-25 06:00:00,High,Incident,B2B App,L1,Open,3,17,,False
TCKT-00387,2025-09-25 12:00:00,Low,Request,CRM,L1,Resolved,1,15,2025-09-26 03:00:00,False
TCKT-00104,2025-09-25 18:00:00,High,Incident,CRM,L2,Closed,4,64,2025-09-28 10:00:00,False
TCKT-00267,2025-09-26 00:00:00,Medium,Incident,B2B App,L2,Open,4,22,,False
TCKT-00983,2025-09-26 00:00:00,Medium,Incident,Access Management,L1,Open,5,19,,False
TCKT-01035,2025-09-26 12:00:00,Medium,Incident,CRM,L3,Closed,1,15,2025-09-27 03:00:00,False
TCKT-00699,2025-09-26 12:00:00,Low,Request,Access Management,L1,Closed,2,16,2025-09-27 04:00:00,False
TCKT-01073,2025-09-27 00:00:00,Medium,Request,Sales Tool,L1,Resolved,4,36,2025-09-28 12:00:00,False
TCKT-00074,2025-09-27 00:00:00,Low,Request,Access Management,L1,In Progress,3,4,,False
TCKT-00168,2025-09-27 00:00:00,Low,Request,B2B App,L1,Closed,1,9,2025-09-27 09:00:00,False
TCKT-00341,2025-09-27 00:00:00,Critical,Incident,Sales Tool,L2,In Progress,3,43,,False
TCKT-00335,2025-09-27 06:00:00,Low,Request,Sales Tool,L1,Closed,4,21,2025-09-28 03:00:00,False
TCKT-00643,2025-09-27 06:00:00,High,Incident,Reporting,L2,Closed,3,15,2025-09-27 21:00:00,False
TCKT-01032,2025-09-27 06:00:00,Medium,Incident,Reporting,L1,Resolved,2,13,2025-09-27 19:00:00,False
TCKT-00719,2025-09-27 18:00:00,Medium,Incident,Access Management,L3,Resolved,1,35,2025-09-29 05:00:00,False
TCKT-00528,2025-09-28 06:00:00,Low,Request,Reporting,L2,Closed,1,8,2025-09-28 14:00:00,False
TCKT-00367,2025-09-28 06:00:00,Medium,Incident,CRM,L1,Resolved,4,41,2025-09-29 23:00:00,False
TCKT-00361,2025-09-28 06:00:00,Low,Request,Reporting,L3,Closed,4,6,2025-09-28 12:00:00,False
TCKT-00026,2025-09-28 12:00:00,Critical,Request,B2B App,L2,In Progress,2,94,,True
TCKT-00088,2025-09-29 12:00:00,Medium,Request,Reporting,L1,Open,2,42,,False
TCKT-00991,2025-09-29 12:00:00,High,Incident,CRM,L2,Resolved,5,38,2025-10-01 02:00:00,False
TCKT-00598,2025-09-30 00:00:00,Low,Incident,Sales Tool,L2,Resolved,3,21,2025-09-30 21:00:00,False
TCKT-00477,2025-10-01 00:00:00,Medium,Incident,Reporting,L3,Resolved,5,17,2025-10-01 17:00:00,False
TCKT-00386,2025-10-01 00:00:00,Low,Incident,Access Management,L1,Closed,2,13,2025-10-01 13:00:00,False
TCKT-00517,2025-10-01 06:00:00,Low,Incident,Sales Tool,L2,In Progress,1,8,,False
TCKT-00635,2025-10-01 18:00:00,Medium,Incident,Sales Tool,L1,Open,1,22,,False
TCKT-00004,2025-10-01 18:00:00,Low,Request,Sales Tool,L2,Resolved,4,21,2025-10-02 15:00:00,False
TCKT-00712,2025-10-02 00:00:00,Medium,Request,B2B App,L1,Resolved,5,20,2025-10-02 20:00:00,False
TCKT-00500,2025-10-02 06:00:00,Low,Incident,CRM,L2,In Progress,3,10,,False
TCKT-00440,2025-10-02 12:00:00,Critical,Incident,Reporting,L2,Resolved,3,65,2025-10-05 05:00:00,True
TCKT-00381,2025-10-02 18:00:00,High,Incident,Sales Tool,L1,Resolved,5,57,2025-10-05 03:00:00,False
TCKT-00624,2025-10-03 06:00:00,Low,Request,Reporting,L2,Resolved,5,18,2025-10-04 00:00:00,False
TCKT-00711,2025-10-03 06:00:00,Low,Incident,Access Management,L1,Resolved,3,15,2025-10-03 21:00:00,False
TCKT-01039,2025-10-03 06:00:00,High,Incident,Reporting,L2,Resolved,3,32,2025-10-04 14:00:00,False
TCKT-00159,2025-10-04 00:00:00,Critical,Incident,Access Management,L3,Resolved,5,40,2025-10-05 16:00:00,False
TCKT-01175,2025-10-04 00:00:00,Low,Incident,CRM,L3,Resolved,4,22,2025-10-04 22:00:00,False
TCKT-00055,2025-10-04 00:00:00,Low,Incident,CRM,L2,Resolved,1,9,2025-10-04 09:00:00,False
TCKT-00986,2025-10-04 18:00:00,Critical,Incident,Sales Tool,L2,Resolved,3,84,2025-10-08 06:00:00,True
TCKT-00623,2025-10-05 00:00:00,High,Incident,Reporting,L3,Resolved,2,30,2025-10-06 06:00:00,False
TCKT-01055,2025-10-05 00:00:00,Low,Incident,Reporting,L1,Closed,2,24,2025-10-06 00:00:00,False
TCKT-01188,2025-10-05 06:00:00,High,Request,Reporting,L1,Resolved,2,24,2025-10-06 06:00:00,False
TCKT-00384,2025-10-05 06:00:00,Low,Request,B2B App,L3,In Progress,3,18,,False
TCKT-00137,2025-10-05 06:00:00,High,Incident,Access Management,L1,Closed,5,52,2025-10-07 10:00:00,False
TCKT-01038,2025-10-05 18:00:00,Low,Request,B2B App,L1,Resolved,5,7,2025-10-06 01:00:00,False
TCKT-01180,2025-10-06 00:00:00,Low,Request,CRM,L3,Resolved,2,14,2025-10-06 14:00:00,False
TCKT-00322,2025-10-06 18:00:00,Critical,Incident,Sales Tool,L1,Closed,4,34,2025-10-08 04:00:00,False
TCKT-00837,2025-10-07 12:00:00,Medium,Incident,Access Management,L1,Open,1,46,,False
TCKT-00371,2025-10-07 18:00:00,Low,Incident,B2B App,L1,Resolved,3,10,2025-10-08 04:00:00,False
TCKT-00885,2025-10-08 00:00:00,High,Incident,Access Management,L1,Resolved,1,54,2025-10-10 06:00:00,False
TCKT-00478,2025-10-08 12:00:00,Medium,Request,Access Management,L2,Resolved,3,43,2025-10-10 07:00:00,False
TCKT-00608,2025-10-08 12:00:00,Critical,Incident,Access Management,L1,Resolved,4,57,2025-10-10 21:00:00,True
TCKT-00450,2025-10-08 12:00:00,High,Incident,CRM,L2,Closed,4,47,2025-10-10 11:00:00,False
TCKT-00216,2025-10-08 12:00:00,High,Request,CRM,L1,Resolved,5,43,2025-10-10 07:00:00,False
TCKT-00281,2025-10-08 12:00:00,High,Incident,B2B App,L1,In Progress,4,50,,False
TCKT-00010,2025-10-08 18:00:00,Medium,Request,Reporting,L3,Closed,4,14,2025-10-09 08:00:00,False
TCKT-00402,2025-10-08 18:00:00,Medium,Incident,CRM,L1,Closed,2,39,2025-10-10 09:00:00,False
TCKT-00344,2025-10-09 12:00:00,Critical,Incident,Access Management,L1,Resolved,3,54,2025-10-11 18:00:00,True
TCKT-00001,2025-10-09 12:00:00,High,Incident,B2B App,L2,In Progress,2,72,,False
TCKT-00301,2025-10-09 18:00:00,High,Request,Reporting,L2,Resolved,1,52,2025-10-11 22:00:00,False
TCKT-00671,2025-10-10 06:00:00,Low,Incident,Reporting,L1,Resolved,3,10,2025-10-10 16:00:00,False
TCKT-00937,2025-10-10 06:00:00,Medium,Incident,B2B App,L1,Resolved,4,23,2025-10-11 05:00:00,False
TCKT-00059,2025-10-10 06:00:00,Medium,Incident,Sales Tool,L1,Open,3,31,,False
TCKT-00357,2025-10-10 06:00:00,Low,Incident,CRM,L1,In Progress,4,13,,False
TCKT-00003,2025-10-10 12:00:00,High,Incident,B2B App,L2,Resolved,1,17,2025-10-11 05:00:00,False
TCKT-01094,2025-10-11 00:00:00,High,Incident,B2B App,L1,In Progress,4,22,,False
TCKT-00228,2025-10-11 18:00:00,Medium,Incident,Access Management,L2,Resolved,1,24,2025-10-12 18:00:00,False
TCKT-00154,2025-10-12 00:00:00,Critical,Request,CRM,L3,Closed,2,87,2025-10-15 15:00:00,True
TCKT-00157,2025-10-12 00:00:00,Critical,Incident,Sales Tool,L1,In Progress,1,63,,True
TCKT-01132,2025-10-12 00:00:00,Medium,Request,B2B App,L1,Closed,1,44,2025-10-13 20:00:00,False
TCKT-01015,2025-10-12 00:00:00,Medium,Incident,CRM,L1,Closed,1,18,2025-10-12 18:00:00,False
TCKT-01084,2025-10-12 12:00:00,Low,Request,Sales Tool,L1,Resolved,3,7,2025-10-12 19:00:00,False
TCKT-00284,2025-10-12 18:00:00,Low,Incident,Reporting,L1,Resolved,1,15,2025-10-13 09:00:00,False
TCKT-00541,2025-10-13 00:00:00,Low,Incident,Sales Tool,L2,Resolved,5,9,2025-10-13 09:00:00,False
TCKT-00809,2025-10-13 06:00:00,Medium,Incident,Reporting,L2,Resolved,2,31,2025-10-14 13:00:00,False
TCKT-00894,2025-10-13 06:00:00,Medium,Incident,Sales Tool,L1,Resolved,1,13,2025-10-13 19:00:00,False
TCKT-00372,2025-10-13 06:00:00,Medium,Incident,Access Management,L1,Closed,5,13,2025-10-13 19:00:00,False
TCKT-01067,2025-10-13 12:00:00,Medium,Incident,Sales Tool,L3,Closed,3,45,2025-10-15 09:00:00,False
TCKT-00595,2025-10-13 12:00:00,Low,Incident,Access Management,L1,Closed,1,9,2025-10-13 21:00:00,False
TCKT-00223,2025-10-13 18:00:00,Medium,Incident,B2B App,L2,Closed,1,19,2025-10-14 13:00:00,False
TCKT-01040,2025-10-13 18:00:00,Low,Incident,B2B App,L2,Resolved,4,24,2025-10-14 18:00:00,False
TCKT-00716,2025-10-14 00:00:00,High,Incident,Sales Tool,L1,In Progress,2,31,,False
TCKT-00567,2025-10-14 06:00:00,Low,Incident,CRM,L1,Resolved,2,14,2025-10-14 20:00:00,False
TCKT-00184,2025-10-14 18:00:00,Medium,Request,CRM,L1,Resolved,5,48,2025-10-16 18:00:00,False
TCKT-00328,2025-10-15 00:00:00,Medium,Incident,Access Management,L2,Closed,4,10,2025-10-15 10:00:00,False
TCKT-00524,2025-10-15 06:00:00,Critical,Incident,Sales Tool,L1,In Progress,1,84,,True
TCKT-00365,2025-10-15 12:00:00,Low,Request,Sales Tool,L1,Closed,2,12,2025-10-16 00:00:00,False
TCKT-00086,2025-10-16 00:00:00,Low,Incident,B2B App,L1,Closed,1,10,2025-10-16 10:00:00,False
TCKT-00167,2025-10-16 06:00:00,Medium,Incident,Reporting,L1,Closed,1,13,2025-10-16 19:00:00,False
TCKT-00219,2025-10-16 12:00:00,Medium,Incident,Sales Tool,L1,Closed,1,33,2025-10-17 21:00:00,False
TCKT-00036,2025-10-16 12:00:00,High,Request,B2B App,L1,Closed,5,55,2025-10-18 19:00:00,False
TCKT-00516,2025-10-16 18:00:00,Medium,Incident,B2B App,L1,Resolved,4,29,2025-10-17 23:00:00,False
TCKT-00934,2025-10-17 00:00:00,Low,Incident,Reporting,L1,In Progress,4,6,,False
TCKT-00492,2025-10-17 00:00:00,Low,Request,CRM,L2,Resolved,4,22,2025-10-17 22:00:00,False
TCKT-00916,2025-10-17 06:00:00,High,Incident,Reporting,L1,Closed,3,38,2025-10-18 20:00:00,False
TCKT-00242,2025-10-17 12:00:00,Medium,Incident,Reporting,L2,Open,5,30,,False
TCKT-00842,2025-10-18 00:00:00,Low,Incident,Reporting,L1,Open,1,22,,False
TCKT-00784,2025-10-18 00:00:00,Medium,Incident,Sales Tool,L1,Resolved,3,34,2025-10-19 10:00:00,False
TCKT-00954,2025-10-18 00:00:00,Low,Incident,Sales Tool,L3,Resolved,1,4,2025-10-18 04:00:00,False
TCKT-00089,2025-10-18 12:00:00,Medium,Incident,B2B App,L1,Closed,4,37,2025-10-20 01:00:00,False
TCKT-00994,2025-10-19 00:00:00,Critical,Incident,CRM,L3,Closed,1,91,2025-10-22 19:00:00,True
TCKT-00554,2025-10-19 12:00:00,Low,Incident,B2B App,L1,Resolved,1,7,2025-10-19 19:00:00,False
TCKT-00321,2025-10-19 12:00:00,Medium,Incident,Access Management,L2,Resolved,1,19,2025-10-20 07:00:00,False
TCKT-00484,2025-10-19 18:00:00,High,Request,Sales Tool,L1,Closed,3,54,2025-10-22 00:00:00,False
TCKT-01005,2025-10-19 18:00:00,Medium,Incident,Sales Tool,L3,In Progress,2,17,,False
TCKT-00578,2025-10-20 00:00:00,Low,Incident,B2B App,L1,In Progress,1,9,,False
TCKT-00622,2025-10-20 00:00:00,High,Incident,Sales Tool,L2,In Progress,1,59,,False
TCKT-01099,2025-10-20 06:00:00,Medium,Request,Sales Tool,L1,In Progress,5,9,,False
TCKT-00764,2025-10-20 06:00:00,Low,Incident,Reporting,L1,Closed,2,7,2025-10-20 13:00:00,False
TCKT-01144,2025-10-20 18:00:00,Medium,Incident,Sales Tool,L3,Closed,4,29,2025-10-21 23:00:00,False
TCKT-00192,2025-10-20 18:00:00,Medium,Incident,Access Management,L2,Open,2,19,,False
TCKT-00548,2025-10-21 00:00:00,Low,Incident,B2B App,L2,Open,3,18,,False
TCKT-00483,2025-10-21 12:00:00,High,Incident,Sales Tool,L1,Resolved,2,65,2025-10-24 05:00:00,False
TCKT-01106,2025-10-22 00:00:00,Medium,Incident,CRM,L1,Resolved,3,25,2025-10-23 01:00:00,False
TCKT-00903,2025-10-23 00:00:00,Low,Request,CRM,L3,Closed,3,24,2025-10-24 00:00:00,False
TCKT-00082,2025-10-23 00:00:00,Medium,Incident,CRM,L1,Closed,2,39,2025-10-24 15:00:00,False
TCKT-00902,2025-10-23 00:00:00,Medium,Request,Reporting,L1,Resolved,2,18,2025-10-23 18:00:00,False
TCKT-01078,2025-10-23 06:00:00,High,Incident,B2B App,L1,Resolved,3,26,2025-10-24 08:00:00,False
TCKT-00896,2025-10-23 12:00:00,Medium,Incident,CRM,L2,Closed,1,47,2025-10-25 11:00:00,False
TCKT-00213,2025-10-23 18:00:00,Low,Incident,B2B App,L1,Resolved,5,10,2025-10-24 04:00:00,False
TCKT-00136,2025-10-23 18:00:00,Medium,Incident,Sales Tool,L1,In Progress,3,47,,False
TCKT-00019,2025-10-24 00:00:00,Medium,Incident,Reporting,L1,Closed,4,36,2025-10-25 12:00:00,False
TCKT-00289,2025-10-24 00:00:00,Medium,Request,Reporting,L3,Resolved,1,33,2025-10-25 09:00:00,False
TCKT-00975,2025-10-24 00:00:00,Low,Incident,B2B App,L2,In Progress,5,16,,False
TCKT-00493,2025-10-24 12:00:00,Critical,Incident,CRM,L2,In Progress,2,39,,False
TCKT-00236,2025-10-24 12:00:00,Medium,Incident,Sales Tool,L1,Closed,1,47,2025-10-26 11:00:00,False
TCKT-00511,2025-10-25 00:00:00,Medium,Incident,Reporting,L1,Closed,2,9,2025-10-25 09:00:00,False
TCKT-00850,2025-10-25 00:00:00,Medium,Request,B2B App,L2,Resolved,4,35,2025-10-26 11:00:00,False
TCKT-00421,2025-10-25 18:00:00,High,Incident,B2B App,L1,Resolved,3,70,2025-10-28 16:00:00,False
TCKT-00505,2025-10-25 18:00:00,Medium,Incident,Reporting,L1,Closed,3,37,2025-10-27 07:00:00,False
TCKT-00831,2025-10-25 18:00:00,Medium,Incident,Access Management,L1,In Progress,3,42,,False
TCKT-00132,2025-10-26 12:00:00,High,Incident,B2B App,L2,Open,4,13,,False
TCKT-00269,2025-10-26 18:00:00,Low,Incident,CRM,L3,Closed,4,9,2025-10-27 03:00:00,False
TCKT-00504,2025-10-27 06:00:00,Medium,Request,Access Management,L3,Open,4,39,,False
TCKT-01010,2025-10-27 12:00:00,Low,Incident,CRM,L2,Closed,5,20,2025-10-28 08:00:00,False
TCKT-00303,2025-10-27 18:00:00,Medium,Request,CRM,L1,Closed,3,22,2025-10-28 16:00:00,False
